"CountryCode","SeriesCode","DESCRIPTION",
"PRK","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PRK","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PRT","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"PRT","SH.MMR.LEVE","Paid parental leave is available",
"PRT","SP.DYN.CBRT.IN","Data source: Eurostat",
"PRT","SP.DYN.CDRT.IN","Data source: Eurostat",
"PRT","SP.DYN.LE00.FE.IN","Data source: Eurostat",
"PRT","SP.DYN.LE00.MA.IN","Data source: Eurostat",
"PRT","SP.DYN.TFRT.IN","Data source: Eurostat",
"PRT","SP.POP.TOTL","Data source: Eurostat",
"PRY","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"PRY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PRY","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PSE","SG.POP.MIGR.FE.ZS","Including East Jerusalem.  Refugees are not part of the foreign-born migrant stock in the State of Palestine. Estimates were derived from data on the foreign-born population.",
"PSE","SP.ADO.TFRT","Including East Jerusalem.",
"PSE","SP.DYN.CBRT.IN","Data source and note: Palestinian Central Bureau of Statistics, United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.CDRT.IN","Data source and note: Palestinian Central Bureau of Statistics, United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.LE00.FE.IN","Data source and note: United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.LE00.MA.IN","Data source and note: United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.TFRT.IN","Data source and note: United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.POP.AG00.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG00.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG01.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG01.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG02.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG02.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG03.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG03.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG04.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG04.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG05.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG05.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.BRTH.MF","Including East Jerusalem.",
"PSE","SP.POP.TOTL","Data source: World Bank estimates based on data from Palestinian Central Bureau of Statistics, excluding E. Jerusalem.",
"PYF","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"PYF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PYF","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"QAT","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"QAT","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"QAT","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"ROU","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"ROU","SP.DYN.CBRT.IN","Data source: Eurostat",
"ROU","SP.DYN.CDRT.IN","Data source: Eurostat",
"ROU","SP.DYN.LE00.FE.IN","Data source: Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics",
"ROU","SP.DYN.LE00.MA.IN","Data source: Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics",
"ROU","SP.DYN.TFRT.IN","Data source: Eurostat, National Institute of Statistics",
"ROU","SP.POP.TOTL","Data source: Eurostat",
"RUS","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"RUS","SP.DYN.CBRT.IN","Data source: Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","SP.DYN.CDRT.IN","Data source: Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","SP.DYN.LE00.FE.IN","Data source: Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects, TransMonEE",
"RUS","SP.DYN.LE00.MA.IN","Data source: Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects, TransMonEE",
"RUS","SP.DYN.TFRT.IN","Data source: Eurostat, Russian Federation Federal State Statistics Service, TransMonEE",
"RUS","SP.POP.TOTL","Data source: Russian Federation Federal State Statistics Service, 1979 Census, 1989 Census",
"RWA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"RWA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"RWA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SAU","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SAU","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SAU","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SDN","SG.POP.MIGR.FE.ZS","The estimates for 1990 to 2005 refer to Sudan and South Sudan. Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SDN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.POP.TOTL","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SEN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SEN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SEN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SGP","SG.GEN.PARL.ZS","The parliament convened on 2 November 2006 following the elections held in May. Nine members are yet to be appointed to the parliament.",
"SGP","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"SGP","SP.DYN.CBRT.IN","Data source: Department of Statistics Singapore",
"SGP","SP.DYN.CDRT.IN","Data source: Department of Statistics Singapore",
"SGP","SP.DYN.LE00.FE.IN","Data source: Department of Statistics Singapore, United Nations World Population Prospects",
"SGP","SP.DYN.LE00.MA.IN","Data source: Department of Statistics Singapore, United Nations World Population Prospects",
"SGP","SP.DYN.TFRT.IN","Data source: Department of Statistics Singapore",
"SGP","SP.POP.TOTL","Data source: Department of Statistics Singapore",
"SLB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"SLB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SLB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SLE","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SLE","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SLE","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SLV","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SLV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SLV","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SMR","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"SMR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"SMR","SP.DYN.CBRT.IN","Data source: Eurostat",
"SMR","SP.DYN.CDRT.IN","Data source: Eurostat",
"SMR","SP.DYN.LE00.FE.IN","Data source: Eurostat",
"SMR","SP.DYN.LE00.MA.IN","Data source: Eurostat",
"SMR","SP.DYN.TFRT.IN","Data source: Eurostat",
"SMR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SOM","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"SOM","SG.POP.MIGR.FE.ZS","There were no data on international migrants for the country or area concerned and that the estimates presented were imputed. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SOM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SOM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SRB","SG.POP.MIGR.FE.ZS","Including Kosovo. The estimates of migrant stock for 1990 to 2005 refer to Serbia and Montenegro. Estimates were derived from data on the foreign-born population.",
"SRB","SP.ADO.TFRT","Including Kosovo.",
"SRB","SP.DYN.CBRT.IN","Data source: Eurostat",
"SRB","SP.DYN.CDRT.IN","Data source: Eurostat",
"SRB","SP.DYN.LE00.FE.IN","Data source: Eurostat, Council of Europe, INED",
"SRB","SP.DYN.LE00.MA.IN","Data source: Eurostat, Council of Europe, INED",
"SRB","SP.DYN.TFRT.IN","Data source: Eurostat, Council of Europe, INED",
"SRB","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.0014.TO.ZS","Including Kosovo.",
"SRB","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.1564.TO.ZS","Including Kosovo.",
"SRB","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.65UP.TO.ZS","Including Kosovo.",
"SRB","SP.POP.AG00.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG00.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG01.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG01.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG02.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG02.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG03.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG03.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG04.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG04.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG05.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG05.MA.IN","Including Kosovo.",
"SRB","SP.POP.BRTH.MF","Including Kosovo.",
"SRB","SP.POP.DPND","Including Kosovo.",
"SRB","SP.POP.TOTL","Data source: Statistical Office of the Republic of Serbia, Eurostat, TransMONEE, Council of Europe. Note : Excluding Kosovo.",
"SSD","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"SSD","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SSD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SSD","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"STP","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"STP","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"STP","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"STP","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"STP","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"STP","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"STP","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SUR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"SUR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SUR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SUR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SUR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SUR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SUR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SVK","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"SVK","SP.DYN.CBRT.IN","Data source: Eurostat",
"SVK","SP.DYN.CDRT.IN","Data source: Eurostat",
"SVK","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects, Council of Europe",
"SVK","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects, Council of Europe",
"SVK","SP.DYN.TFRT.IN","Data source: Eurostat",
"SVK","SP.POP.TOTL","Data source: Eurostat",
"SVN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"SVN","SP.DYN.CBRT.IN","Data source: Eurostat",
"SVN","SP.DYN.CDRT.IN","Data source: Eurostat",
"SVN","SP.DYN.LE00.FE.IN","Data source: Eurostat",
"SVN","SP.DYN.LE00.MA.IN","Data source: Eurostat",
"SVN","SP.DYN.TFRT.IN","Data source: Eurostat, United Nations World Population Prospects",
"SVN","SP.POP.TOTL","Data source: Eurostat",
"SWE","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"SWE","SH.MMR.LEVE","Paid parental leave is available",
"SWE","SP.DYN.CBRT.IN","Data source: Eurostat",
"SWE","SP.DYN.CDRT.IN","Data source: Eurostat",
"SWE","SP.DYN.LE00.FE.IN","Data source: Eurostat; Statistics Sweden; INED; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research",
"SWE","SP.DYN.LE00.MA.IN","Data source: Eurostat; Statistics Sweden; INED; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research",
"SWE","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Sweden",
"SWE","SP.POP.TOTL","Data source: Eurostat",
"SWZ","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SWZ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SWZ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SWZ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SWZ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SWZ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SWZ","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SXM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"SXM","SP.DYN.CBRT.IN","Data source: Department of Statistics, St. Maarten; United Nations Population and Vital Statistics Report",
"SXM","SP.DYN.CDRT.IN","Data source: Department of Statistics, St. Maarten; United Nations Population and Vital Statistics Report",
"SXM","SP.DYN.LE00.FE.IN","Data source: Department of Statistics, St. Maarten; Central bureau of Statistics Netherlands Antilles",
"SXM","SP.DYN.LE00.MA.IN","Data source: Department of Statistics, St. Maarten; Central bureau of Statistics Netherlands Antilles",
"SXM","SP.DYN.TFRT.IN","Data source: Department of Statistics, St. Maarten; Central bureau of Statistics Netherlands Antilles",
"SXM","SP.POP.TOTL","Data source: Department of Statistics, St. Maarten; US census bureau",
"SYC","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"SYC","SP.DYN.CBRT.IN","Data source: National Bureau of Statistics",
"SYC","SP.DYN.CDRT.IN","Data source: National Bureau of Statistics",
"SYC","SP.DYN.LE00.FE.IN","Data source: National Bureau of Statistics",
"SYC","SP.DYN.LE00.MA.IN","Data source: National Bureau of Statistics",
"SYC","SP.DYN.TFRT.IN","Data source: National Bureau of Statistics",
"SYC","SP.POP.TOTL","Data source: National Bureau of Statistics",
"SYR","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"SYR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"SYR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SYR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SYR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SYR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SYR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SYR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TCA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"TCA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TCD","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"TCD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TCD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TCD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TCD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TCD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TCD","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TGO","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"TGO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TGO","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TGO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TGO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TGO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TGO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"THA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"THA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"THA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"THA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"THA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"THA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"THA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TJK","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"TJK","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TJK","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TJK","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TJK","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TJK","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TJK","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TKM","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"TKM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"TKM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TKM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TKM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TKM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TKM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TKM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TLS","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"TLS","SE.XPD.TOTL.GD.ZS","GDP does not include the income from petroleum.",
"TLS","SG.GEN.PARL.ZS","The purpose of elections held on 30 August 2001 was to elect members of the Constituent Assembly of Timor-Leste. This body became the National Parliament on 20 May 2002, the date on which the country became independent, without any new elections",
"TLS","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"TLS","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TLS","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TLS","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TLS","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TLS","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TLS","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TON","SG.GEN.PARL.ZS","No women were elected in 2008, however one woman was appointed to the Cabinet. As cabinet ministers also sit in parliament, there is one woman out of a total of 32 members.",
"TON","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"TON","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TON","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TON","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TON","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TON","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TON","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TTO","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"TTO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TTO","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TTO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TTO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TTO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TTO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TUN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"TUN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TUN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"TUN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"TUN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"TUN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"TUN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"TUR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"TUR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"TUR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
